timestamp,scenario,label,hp_expected_active,heat_demand_mw,base_electric_load_mw,pv_generation_mw,hp_electric_power_mw,hp_thermal_power_mw,cop,p2h_electric_power_mw,chp_electric_power_mw,coupling_bus_voltage_pu,grid_import_mw,max_line_loading_pct,unserved_heat_mw,network_supply_temp_k,network_return_temp_k
2026-01-01 00:00:00,HP_OFF,1,1,4.095824194223853,5.10961935296471,0.9057821743274748,0.0,0.0,,0.22849006523636356,1.9210655434853556,1.0073100002520605,2.3644933490536335,22.962822109548252,3.191356636568948,325.7003105214204,314.09703518584513
2026-01-01 00:15:00,HP_OFF,1,1,2.7555137590082093,5.88730570424387,2.7553256865466627,0.0,0.0,,0.9484242195453152,0.5531555299945834,1.0011015673742871,3.72379134541149,37.873553696566105,3.0690001588588696,327.45285457589915,311.2096527951717
2026-01-01 00:30:00,HP_OFF,1,1,4.43439167964553,4.002964744809369,2.3438821062945476,0.0,0.0,,0.5893910873553498,0.5989182742920314,1.0048847389284767,2.0479941361428793,36.36140528182919,3.2675893817298167,326.6991707697646,306.4326632368192
2026-01-01 00:45:00,HP_OFF,1,1,3.7894721162374556,2.575590010205003,0.3317652329883315,0.0,0.0,,1.3827786752324926,1.7031169049120314,0.9973650604489956,2.0417310189584796,23.468459345727965,3.2486951678694385,319.7051312452184,303.11643068581304
2026-01-01 01:00:00,HP_OFF,1,1,1.3767093915505981,2.055745150832806,2.991103973512719,0.0,0.0,,0.4787347419121051,1.472384151244551,1.009643155334247,-1.3451669522486105,28.894717115872428,3.402780455687096,328.6367894690156,305.9680656567217
2026-01-01 01:15:00,HP_OFF,1,1,4.902489406547024,2.918624119995421,2.637600072923236,0.0,0.0,,1.0892701925758517,1.0203693106859828,1.0092281748008594,0.8195879678416051,37.638505271921474,1.59376808027292,327.32600218790213,309.0820283409366
2026-01-01 01:30:00,HP_OFF,1,1,4.044558807961412,2.527288871146084,0.8517253135921169,0.0,0.0,,0.6916491452323614,1.3373121746296033,1.0077979526287502,1.2453173651251086,49.71625239432329,3.340743734225878,328.7501765694515,308.9408398907815
2026-01-01 01:45:00,HP_OFF,1,1,4.144257221107815,4.71063469445143,2.5106897389828147,0.0,0.0,,0.9899269516939182,2.015820637465721,0.9954262261210323,0.8033350546812181,29.482483079386526,2.463319172749377,327.57831949931034,307.8646143679456
2026-01-01 02:00:00,HP_OFF,1,1,1.5124545307021835,2.4873300185141245,0.3192585956141486,0.0,0.0,,0.8995430350739856,2.15322296931586,1.0071456053553303,1.1870559726613177,53.189996404996464,2.089386011554929,327.56712888297125,309.55474112784003
2026-01-01 02:15:00,HP_OFF,1,1,2.8015437515822685,4.0253197264825324,2.997314191422716,0.0,0.0,,0.7091759591384973,1.6224461357800883,1.0050242754381784,0.15005923072885086,41.83193142957854,2.442684854694791,317.6299066144423,302.2995807168048
2026-01-01 02:30:00,HP_OFF,1,1,2.483192096930325,4.7770497425715455,1.9970542083196108,0.0,0.0,,1.4250916419366557,1.270738961714206,0.9949736437643372,3.040821581911249,50.4168674073847,1.878876797953897,327.82210251780396,307.9341205595034
2026-01-01 02:45:00,HP_OFF,1,1,4.707059955394407,4.324466436883609,1.950375046676391,0.0,0.0,,0.5140704641324338,1.041393522990214,1.002878513081146,1.8482410897902855,38.902239333474284,1.7239460045526345,323.01944251924976,311.87390067518027
2026-01-01 03:00:00,HP_OFF,1,1,3.575460480322658,2.7991026066402305,0.27132218095239824,0.0,0.0,,0.26585325187390885,1.543836941538507,1.004822672445166,1.6272349695707862,39.96776901688894,1.6524367334666368,323.6256270763113,303.37063982819546
2026-01-01 03:15:00,HP_OFF,1,1,4.29104645308332,5.216498104729051,2.6911001966898755,0.0,0.0,,1.0171410913197425,1.129499237128762,1.0057803763691155,3.000489188142688,44.78877557518561,1.2359674138734051,321.7020150000768,301.8031838710217
2026-01-01 03:30:00,HP_OFF,1,1,2.7736567953093245,4.861628518463206,0.08699850961340827,0.0,0.0,,1.2690113419618632,1.6281902740944458,1.0038863068347441,4.386819284715737,57.11882432663297,2.2935190427671723,324.9279370028066,309.2978783689284
